SaleID,name,regDate,model,brand,bodyType,fuelType,gearbox,power,kilometer,notRepairedDamage,regionCode,seller,offerType,creatDate,price,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,car_age_years,km_per_year,log_price
13,8129,20041110,65.0,1.0,0.0,0.0,0.0,150.0,15.0,1.0,3203,0,0.0,20160326.0,3100.0,46.84457359325553,4.175332139703738,0.4906091982641042,0.0857184365361136,-0.3824051095649137,0.2614135829492228,0.1069495266213784,0.1349447234520722,0.0503642544089927,0.0513589266547929,-4.61469218546291,0.8218894475483761,0.7534899567120511,-0.8864252608945964,-0.341561730945428,11.373032169746748,1.3189094848338951,8.03947991910045
14,1896,20070009,1.0,0.0,0.0,0.0,15.0,,3972.0,0.0,0,20160402,6900.0,37.47772581476449,4.43978787052738,17.089898452540492,2.969182968811132,0.3013889219874657,0.0,0.1172650753740159,1.2972194107585944,0.0408852859497832,0.0201873189083815,2.550858529149555,18.192442717435245,5.145350964701636,-0.8361690104451954,0.6450976468596058,,,,,1.693740065719201
15,84546,19990209,138.0,27.0,6.0,0.0,0.0,128.0,15.0,0.0,2869,0,0.0,20160331.0,3200.0,45.03577144382812,2.841244846551377,-1.7134336407321198,0.3083450688231488,0.2385392821908067,0.271371344257791,0.0847373946885941,0.0,0.0440325141097241,0.0751081632415864,-3.1732607336705745,-0.3392958291758773,-1.3219799764633924,-0.0119348800350667,-2.8023509483595115,17.138945927446954,0.8751996805111821,8.071218539969863
16,10036,20110911,105.0,1.0,0.0,1.0,1.0,239.0,12.5,0.0,419,0,0.0,20160306.0,10500.0,48.30776980269226,2.3664638794819486,1.160400851255316,-1.6410515571849351,0.9407879649328128,0.2514038679010246,0.082237471707887,0.1500799358666849,0.0826063772394217,0.0886951529899286,-3.625918001841061,-0.6217751042143187,3.0865759424985875,0.1654610440129417,-2.1926352225852126,4.484599589322382,2.7873168498168495,9.259225769705994
17,29756,20050804,114.0,21.0,6.0,0.0,0.0,145.0,15.0,0.0,207,0,0.0,20160404.0,3700.0,45.00805418709624,-3.0855467523460507,-1.7625591191892933,-1.0010147139047632,0.0044362104574165,0.273476041827587,0.0002417491217655,0.0,0.0753999912564437,0.064551727766759,1.9490365554709463,-3.173322687643344,0.2379597269175184,0.2136466437783392,-0.7080338508757362,10.666666666666666,1.40625,8.216358332386156
18,104088,19981011,48.0,14.0,1.0,0.0,0.0,45.0,15.0,,1440,0,0.0,20160313.0,790.0,41.56443371587492,-3.1186688735560177,-0.9852526353663044,2.167609610708611,0.3292207574469778,0.2410117012519663,0.0,0.1056739196490626,0.0349029145262132,0.0762032637545346,3.882781824557316,-0.0270522015777072,-2.8370591250540214,0.3122699000191681,0.841186427384772,17.420944558521562,0.8610325318246109,6.673297967767654
19,15738,20000306,0.0,0.0,0.0,0.0,0.0,105.0,15.0,0.0,347,0,0.0,20160328.0,1450.0,44.1765987688844,3.3035644874886945,-0.7482019098335476,1.3381910838106337,-0.9992849291536192,0.2655433106500982,0.0919563059953767,0.0791378026146738,0.0295291297152349,0.0354639914029702,-2.931143619908537,1.2295090652219958,-1.7921651145442496,-1.02938832953507,0.1824086074029824,16.060232717316907,0.9339839754517558,7.280008252884188
20,148669,19970004,48.0,14.0,1.0,0.0,0.0,54.0,15.0,0.0,439,0,0.0,20160311.0,990.0,41.90664572988772,2.069275244015883,-0.678881316461075,1.8250390366572504,-0.0393547365291425,0.2442606631275868,0.0728577507710279,0.0884150333546623,0.0260912566733938,0.0627808086067401,-0.8633235556849844,2.0817878260377163,-2.930227099737996,0.2492154915138702,0.8268724261785384,,,6.898714534329988
21,12784,20021009,8.0,0.0,0.0,116.0,15.0,,1278.0,0.0,0,20160403,2800.0,45.04307413176082,2.9443026242819523,-0.3612309840916641,0.9152143165446968,-0.4581222065179304,0.2617258833798464,0.0877958432551819,0.09777823100289,0.0387665728718467,0.0507125614330099,-2.902841391550925,0.8270335588091189,-0.9031747083708688,-0.6838783241477588,0.4702131258463558,,,,,1.372272164091383
22,131637,19970008,26.0,14.0,1.0,0.0,0.0,75.0,15.0,,5727,0,0.0,20160326.0,350.0,41.3464762917731,-3.214313072156973,-1.102792916274461,3.6299303876186815,0.7367628432539245,0.2372507021897209,0.0,0.1266090075346727,0.0171234567392878,0.0932303689590051,4.2169860693200985,0.3466784989546318,-3.941949249295361,0.0521688986889347,-0.157513284565316,,,5.860786223465865
23,8949,19940401,78.0,7.0,5.0,0.0,0.0,105.0,15.0,1.0,1266,0,0.0,20160317.0,599.0,43.74018478409386,3.4082533029682933,-1.8504659326590511,2.5932105318610192,0.7499606228192233,0.2635718733615559,0.09329171281835,0.0164246664883,0.0134952812620857,0.0939999426198278,-2.8916592073247305,1.1041136412591903,-3.5803044293571045,0.1579923261405681,-1.133201187814493,21.960301163586585,0.6830507418027677,6.396929655216146
24,24822,20111106,21.0,16.0,1.0,1.0,1.0,54.0,5.0,0.0,940,0,0.0,20160327.0,9250.0,45.92417205979044,1.8825094206022528,1.264432821021415,-1.8605946352009752,0.6174008659916634,0.2396424281242778,0.0728791244679812,0.150494960821377,0.0835164391789399,0.0725642936061698,-2.276866330296592,0.4241555071265285,2.3106389418146795,0.9735272280953836,1.281068188375544,4.388774811772758,1.1392701185277605,9.132486932771318
25,12877,20060111,3.0,3.0,2.0,1.0,0.0,101.0,15.0,0.0,141,0,0.0,20160311.0,3650.0,44.78618390660202,3.5309074473986364,-0.1194227822043674,-0.0389613803732323,1.1337210041710326,0.2464157660907865,0.0953179588334865,0.0780091866947751,0.0522105885105104,0.0953497110909069,-3.3728652677206936,1.1744345820989877,-0.4013025511004323,1.0468358973520135,-0.6310532429582856,10.16290212183436,1.4759563577586206,8.202756381655638
26,1983,20020403,4.0,4.0,0.0,1.0,0.0,150.0,15.0,0.0,1212,0,0.0,20160401.0,2800.0,45.5424405336715,5.469757961671071,-0.0381762400911208,0.4560858844794172,-1.5023372962119808,0.2694857894195916,0.1236062270939184,0.1021489821366238,0.0373577109032732,0.0169116034500645,-5.358872010954645,1.7001942509488122,-0.4608884849338828,-1.4826706759217192,-0.0060747538318635,13.995893223819301,1.071742957746479,7.937731775260109
27,4415,20011209,31.0,10.0,2.0,1.0,0.0,143.0,15.0,1.0,1157,0,0.0,20160331.0,2399.0,45.75145813282423,5.019532863813842,0.3135281353201711,0.7167792877634154,-1.1889155685289554,0.263355197769182,0.1180200441277009,0.1340838516810086,0.0368653890162894,0.027368169883219,-4.9238112358994455,1.7354602644855128,-0.2839007676630228,-1.4657744450461354,-0.3488580404582449,14.30800821355236,1.0483639494833525,7.783224016336037
28,129342,19990504,121.0,10.0,5.0,0.0,1.0,218.0,10.0,0.0,5928,0,0.0,20160314.0,4900.0,45.26828810820698,-3.1792368716955512,-1.267099012947681,-0.2691180078157668,-1.4087104107871429,0.2790181628982638,0.000103771445827,0.0579557275115212,0.0656417972443027,0.0232940047598234,2.1065770348927426,-2.8456681805187927,0.2634198617269491,-1.3826825056857428,-0.3668496392754264,16.862422997946613,0.5930345835362884,8.497194544909547
29,4365,20031008,7.0,7.0,0.0,0.0,0.0,105.0,12.5,0.0,2034,0,0.0,20160311.0,2999.0,45.22938191269147,3.1040909970063377,-0.3231571264573794,0.7714750313844128,1.3674145798016804,0.2491000219072153,0.0903094979423402,0.0834424115075055,0.0438732705829262,0.1061911947278655,-3.0870108683965163,0.8618821063490788,-0.8426176532655313,0.8781200272237524,-0.1919864946371683,12.424366872005475,1.0060874834728957,8.006367567650246
30,713,20021108,4.0,4.0,0.0,0.0,0.0,170.0,15.0,0.0,1801,0,0.0,20160310.0,3350.0,45.27211854608197,5.129143742806141,-0.1622371637678238,0.6288479605025178,-1.515267859261454,0.2693959532857912,0.118585362217324,0.0989361954535703,0.0354489741477478,0.0169163726117629,-4.955360226529415,1.6521203805196385,-0.7195194518410346,-1.4854140052437048,-0.0639436019616275,13.336071184120465,1.1247690412646274,8.11701408773731
31,12341,20130810,19.0,5.0,3.0,1.0,0.0,90.0,3.0,0.0,3113,0,0.0,20160404.0,12900.0,46.448207124623366,-3.15161472736886,0.0259216486628553,-2.964404760202917,0.1307425164900691,0.2599203197671249,0.0006376806168381,0.0805877879556043,0.1067543919133063,0.0598997320302531,1.5956189924160586,-3.1445488371079127,3.180743544244492,0.6862058982116205,1.1661588512042582,2.650239561943874,1.1319731404958677,9.465060106725137
32,32455,19980404,4.0,4.0,7.0,0.0,0.0,170.0,15.0,1.0,859,0,0.0,20160314.0,850.0,45.2284166649836,4.311924800232863,0.0692647297293252,2.250398462514691,-1.0421449683413313,0.2611982621977984,0.1086508378746091,0.1524611098409214,0.0188856152629364,0.0362758321660154,-3.942863828288201,1.9394559791443609,-1.566315162097446,-1.8042819677395383,-0.4352201939073571,17.94387405886379,0.8359398840402807,6.7464121285733745
33,183927,20051206,75.0,10.0,6.0,2.0,1.0,306.0,15.0,0.0,1887,0,0.0,20160329.0,14000.0,47.42500817475919,-3.2264689702919407,-0.665688378814978,-2.2208010740697643,-1.1686996397646834,0.2827095177721849,0.000507209123968,0.062513730435038,0.094526101426738,0.0268621615281617,1.2044828877056095,-4.032932805142091,2.8004158068652583,-1.1186066478191896,-0.7132956720971717,10.310746064339494,1.4547928836962294,9.546884034617925
34,107569,20130409,0.0,0.0,0.0,1.0,0.0,150.0,5.0,0.0,2533,0,0.0,20160309.0,17300.0,46.48408540662418,-3.1100898514696835,0.2854939292713313,-3.415999760132688,-0.1337475551809879,0.2592105913210731,0.0010570439236313,0.0900043916735937,0.1124845036868967,0.0496368478160742,1.5394005273338962,-3.082380823913744,3.6480067684021695,0.6491584788450223,1.6568657821080246,2.915811088295688,1.7147887323943662,9.758519582283522
35,14634,20021006,40.0,1.0,4.0,0.0,0.0,170.0,15.0,,441,0,0.0,20160324.0,5450.0,46.64865076936603,4.551677866894014,-0.4369480561906065,-0.2039779836472696,-1.7170161839489986,0.2821026803253166,0.1109031773621609,0.072006797155031,0.0477016583551591,0.0114418909830244,-5.134813203029799,0.2926300068166475,0.3185185689073175,-1.7023411464116291,0.3598518465015897,13.464750171115675,1.114019926799512,8.603554357064281
36,11472,20030605,31.0,10.0,5.0,0.0,0.0,163.0,15.0,0.0,3031,0,0.0,20160319.0,4800.0,45.73240461153552,-3.217337934851636,-1.020533213801303,-0.4671119059653235,-1.1266783719314308,0.2765540791552694,0.00010823026486,0.0703550369048625,0.0699573050798828,0.0312122829201616,1.9995411031449384,-2.9550463684167743,0.7164686826391474,-1.187307147039059,-0.1917580651030161,12.788501026694044,1.1729287090558767,8.476579508530941
37,29604,20091212,19.0,25.0,3.0,1.0,0.0,90.0,15.0,0.0,4264,0,0.0,20160308.0,5150.0,46.51011750603737,5.412516912976312,0.211813116914532,-1.3002742015613544,-0.0907103418985367,0.2624023437823044,0.1226345043392969,0.0745682238416686,0.0636855056143344,0.0556663674840601,-5.818393815224235,0.9636310683812952,1.151463356575013,0.1842466161155251,0.6805674637044606,6.236824093086927,2.405070237050044,8.546946149565585
38,16663,20050906,17.0,10.0,0.0,0.0,1.0,163.0,12.5,0.0,4231,0,0.0,20160402.0,8999.0,46.36803969004029,-3.256215411759252,0.1479548683173977,-1.3536375941181775,-1.3408832515137414,0.2674814842820133,0.0004111259202386,0.1348376381519587,0.0845282953876212,0.0202382389685387,1.9194733806625324,-2.69948354817098,2.289038042068965,-1.2918042040998168,0.3950246753840701,10.570841889117043,1.1824980574980575,9.104979856318357
39,171200,19920308,19.0,1.0,4.0,0.0,0.0,133.0,10.0,0.0,1097,0,0.0,20160319.0,7777.0,47.020069954366285,-3.3422859691330014,-0.5367112696589998,-0.1992007222902595,-1.133918320290822,0.2774096703396969,0.0002823842178365,0.1146446766008025,0.0696853175081929,0.0325333988684906,1.7562472676625571,-3.2431967196741573,1.3975683742292708,-1.7084632047569657,0.092054474751684,24.030116358658454,0.4161444684972086,8.959054514715692
40,13271,20040510,107.0,25.0,3.0,0.0,0.0,116.0,12.5,0.0,3340,0,0.0,20160307.0,2450.0,44.32233171206543,-3.145863664475632,-1.1355343418052417,-0.2256007511779836,2.740116315934609,0.2417234074103783,0.0001412581763892,0.0346316184075199,0.0721057779505609,0.1483844525533151,2.5510823432942886,-2.1015134244741622,-0.3185617163118515,2.2941207783204565,-2.310851031093541,11.824777549623546,1.0571023385042833,7.804251383528112
41,39409,20070802,48.0,14.0,1.0,3.0,0.0,75.0,15.0,0.0,1513,0,0.0,20160313.0,4450.0,43.86322090550814,-3.1042065457008925,0.1767594150063729,-1.0163511757296797,1.0082040927115956,0.2363548777142095,0.0005187824495762,0.1182169675835291,0.0815203088689041,0.0873492704099389,2.843947680844229,-1.1593603350660684,0.8531762479356981,1.4675757759539785,1.8959247208525256,8.61327857631759,1.741497139224412,8.400884069015854
42,20694,19960009,0.0,0.0,4.0,0.0,90.0,15.0,0.0,4825.0,0,0,20160328.0,1600.0,44.69377590464189,2.017016753800365,-1.4791421176980342,2.0396467063834454,-0.720858289649764,0.2745466244840215,0.0743992839193258,0.0530811682703778,0.0233013879541193,0.0486111787159194,-2.0363099907370827,0.1074576396266465,-2.330681713217784,-1.204631923353629,-0.0220193581282626,,,,3.82196209397804
43,189569,20040908,115.0,15.0,1.0,0.0,0.0,116.0,15.0,0.0,555,0,0.0,20160322.0,3800.0,45.163636799535645,-3.3049453207381765,0.7126261470088421,-0.0337463063086239,-0.4589638639875474,0.2463340183055596,0.0001687981793966,0.1923642090521123,0.0700333095881511,0.0482406238739001,2.7205193635091045,-1.344997992104204,1.2496241342503391,-0.8779039739720501,-0.3511905187190576,11.534565366187543,1.3004391170187515,8.24301946898925
44,26890,19990506,4.0,4.0,5.0,0.0,0.0,102.0,15.0,0.0,891,0,0.0,20160315.0,1550.0,44.65558326230416,2.792401146613903,-1.4112234563315196,2.7980659182172096,-1.1629338676482948,0.2766329468756317,0.0859291665979635,0.0720168601980364,0.0112494945212924,0.0368141344170804,-2.6151045013499687,0.6731024851300732,-2.857666487318852,-1.90936153063,-0.6748028837166976,16.859685147159478,0.8896963299772654,7.346655163176539
45,8893,20010306,16.0,13.0,1.0,0.0,60.0,15.0,0.0,1326.0,0,0,20160330.0,850.0,41.92192285363656,3.767860824903512,-0.6498879562982626,3.050551994418747,1.804678783261648,0.2309433563937417,0.0979762908967462,0.0928913269894124,0.0099679337258704,0.1203075822255206,-2.180792245354982,3.1980501880250265,-4.031761807650077,1.411831401250638,0.2208740143145802,,,,3.7593827176358685
46,2205,20080606,4.0,4.0,2.0,1.0,0.0,177.0,15.0,0.0,2402,0,0.0,20160322.0,10500.0,47.0902068239446,4.838210829144775,0.9925133999848872,-0.9778481288389916,-0.5474599798960715,0.2587343046122293,0.1160192640070572,0.1446701893928488,0.0629460743424304,0.041373266640391,-5.3317443780457285,1.0525086397264172,1.7685296245808133,-0.6266594834556862,0.5819832240326989,7.79192334017796,1.9250702740688685,9.259225769705994
47,5162,20080412,78.0,7.0,2.0,1.0,0.0,140.0,15.0,0.0,1650,0,0.0,20160306.0,6000.0,44.8120891217561,4.784911192351576,-0.0586923900716102,-0.6493342809792612,1.1342820448816529,0.2467966107571769,0.1125136722785523,0.0606126273399184,0.056680570814856,0.0929293721977684,-4.561220302876097,1.579388429118591,-0.135645262077244,1.4016393019914593,-0.1379780388075109,7.898699520876113,1.8990467937608317,8.699681400989514
48,130399,20070703,111.0,27.0,0.0,1.0,0.0,115.0,12.5,,2107,0,0.0,20160325.0,8200.0,46.00236251263076,-3.1811031324305405,-0.0573463462671815,-2.0017405434885043,1.65794412754301,0.2464126184033365,0.0006546180681823,0.0828829436280698,0.0970778070205938,0.1104415554698883,1.915815551097708,-2.7065530238129587,2.2714149813625863,1.4880993078461828,-1.6971537188596846,8.728268309377139,1.4321282936010038,9.012011377036412
49,37552,20030707,47.0,1.0,4.0,0.0,0.0,180.0,15.0,,1733,0,0.0,20160308.0,8500.0,46.4266969952991,-3.215473191062436,-0.7272967237530691,-1.3578520237471596,-1.8551653877509104,0.2824622804296438,0.0002613629080701,0.0786443033071331,0.0811762646419164,0.0071588366940661,1.659201481019356,-3.3676080022823847,1.8230511501779991,-1.739949219082522,-0.2949618889732958,12.670773442847365,1.1838267070008643,9.04793908261736
50,3010,20020707,17.0,10.0,0.0,1.0,1.0,150.0,7.0,0.0,62,0,0.0,20160322.0,12000.0,46.3821766096688,4.966708773302679,0.3321244299664304,-0.6332003820753432,-1.8661727109592168,0.2723507169445669,0.1167387560464242,0.112252240069207,0.0534514869474262,0.0041486043172512,-5.303591326525559,1.0242338027453506,0.9196146786376628,-1.6905318967714469,0.1187087661214954,13.708418891170432,0.5106351108448173,9.392745258631441
51,110832,20020006,5.0,5.0,4.0,0.0,0.0,109.0,15.0,1.0,5484,0,0.0,20160325.0,350.0,41.99699231768856,-3.0926227676038582,-2.780618127923532,2.706163996467719,0.98075209806858,0.2597688729172811,0.0,0.0,0.0247901686768366,0.1011850119875704,3.392746248771398,-1.3609678813132078,-4.125563488686051,0.6265077980882316,-0.2080940327377979,,,5.860786223465865
52,2856,20080205,40.0,1.0,2.0,1.0,0.0,170.0,15.0,0.0,1328,0,0.0,20160324.0,11599.0,46.25421231856393,4.659818481033295,0.6458420575194576,-0.8930503307560207,-1.201590642326937,0.2631061562504284,0.11238530756705,0.1260519006304726,0.0592337184267029,0.0212953531409906,-4.928450358846957,1.1526573619327989,1.2087036699866551,-0.937200688618297,0.8049251099517191,8.131416837782341,1.8446969696969697,9.358760377094455
53,151472,20010304,7.0,5.0,0.0,0.0,0.0,75.0,15.0,0.0,1332,0,0.0,20160319.0,450.0,41.96477761579374,-3.133607543267535,-1.9373566612342688,2.5303801825316703,1.009046059704675,0.2499361740382829,0.0,0.0449606977529814,0.0295745084675858,0.1010699686290496,3.5963721129968462,-0.8070340236913812,-3.5035334679611347,0.6066473066788732,-0.6344951508217824,15.041752224503764,0.9972242446305061,6.111467339502679
54,48983,19970804,110.0,5.0,1.0,0.0,0.0,0.0,12.5,0.0,3763,0,0.0,20160403.0,1000.0,41.04533042992517,-3.0113385217296003,-1.2010839988947866,1.3839879583344945,0.6822941119010218,0.2387520230388517,0.0,0.068703177873066,0.0438353983844046,0.084728181847656,3.844513134865946,-0.0681320368308524,-2.7119345690311367,1.0854109175461255,0.5992963252447983,18.663928815879533,0.6697410884553323,6.90875477931522
55,99768,19990704,65.0,1.0,0.0,0.0,0.0,101.0,15.0,,703,0,0.0,20160319.0,2499.0,44.33628559997538,-3.2234363455172748,-0.8490424021603445,0.6618900257307287,-1.4109484459456103,0.2678503835211011,0.0,0.1040708919044618,0.0542151070684553,0.0242428933874677,2.704913460309779,-1.8589655612264817,-0.4584935108310882,-1.595761407951492,-0.9127956327118928,16.709103353867214,0.8977142388989022,7.824046010856292
56,115726,20050507,44.0,0.0,3.0,1.0,0.0,131.0,15.0,0.0,305,0,0.0,20160309.0,8990.0,45.62098661757495,-3.1255874906364483,-0.4102454468051301,-2.0551367645720955,-1.4525610141394725,0.2715081738798851,0.000423860861472,0.0789432347861839,0.0902935458209386,0.0155539757634273,1.8732668542765365,-2.8610405744891327,2.088146503367504,-0.8797989656248085,0.11213437315965,10.839151266255989,1.3838721899469564,9.103979355984773
57,15668,20061212,200.0,37.0,6.0,1.0,1.0,109.0,15.0,0.0,80,0,0.0,20160316.0,3800.0,47.925676989661824,4.127122386222362,-0.3599749153986156,0.2137713636817643,2.121533721550271,0.2593524631420966,0.1070041872976226,0.0655461647094075,0.0525736222415242,0.1328177903013933,-5.0987675839490585,-0.2306650804438909,0.4772071722615108,0.7926964141888831,-3.4196907723422885,9.259411362080767,1.6199733885274985,8.24301946898925
58,1581,20061205,5.0,5.0,1.0,0.0,0.0,75.0,8.0,0.0,92,0,0.0,20160321.0,3100.0,44.037940410602005,3.8536662995223954,0.3810022700299451,1.2979303296907505,1.715800618998396,0.2313939742031575,0.1006964824301146,0.132127839008876,0.0365262857242786,0.1134319886200437,-3.077993737615309,2.43091464661597,-1.3738513366300968,1.3268463189108484,0.6708065938744919,9.292265571526352,0.8609310548025928,8.03947991910045
59,162381,19980902,155.0,7.0,4.0,0.0,0.0,110.0,15.0,,1415,0,0.0,20160328.0,2850.0,44.09201446902089,-3.091501445055046,-1.8878544322724524,-0.0427804058003736,0.4164955935997091,0.2666674987925763,0.0,0.0028251642190149,0.06297941717953,0.0801102091330293,2.410426133528254,-2.533506240086666,-0.8700608284861977,0.4124567762586063,-1.6673801916209183,17.568788501026695,0.8537868162692847,7.955425088912672
60,1937,20090705,87.0,3.0,2.0,0.0,0.0,160.0,12.5,0.0,779,0,0.0,20160321.0,9200.0,46.81275470192398,2.5273703090667947,0.7847053015815585,-1.87371505262628,1.42144882712496,0.2444816395551229,0.0825094222889393,0.1106283382568497,0.0829900812129366,0.1013941543377912,-3.299112540878013,-0.1103594193096265,2.328798020370152,1.170283699029509,-1.7674058286671548,6.71047227926078,1.8627600979192167,9.127067452782361
61,3935,20000311,31.0,10.0,0.0,0.0,1.0,163.0,15.0,0.0,828,0,0.0,20160311.0,2499.0,45.85549477234086,4.625324275236988,0.0295550141618561,0.8335386368723994,-1.2539329694338577,0.267688397164874,0.1124461320561901,0.1197115131030899,0.0358879504488368,0.0271647093426897,-4.660481396282049,1.3392936757879896,-0.4280199022358494,-1.6090901400403783,-0.4287633248909619,16.0,0.9375,7.824046010856292
62,47562,20071111,0.0,0.0,3.0,0.0,0.0,102.0,12.5,0.0,1157,0,0.0,20160315.0,142.0,42.7190733716601,-3.358662317576092,-1.7819410200485724,4.5555810521638,1.15393542491603,0.2501160053961952,0.0,0.1036832689808208,0.0064813720943436,0.1101258713373798,3.812653705796426,-0.6235413173620588,-4.398697317506472,-0.2247193082916305,0.0158830061705052,8.342231348391513,1.4984000656383327,4.962844630259907
